"ID";"zh"
"OngoingBattle.caption";"{BATTLE}"
"WonBattle.caption";"戰鬥勝利"
"WonBattle.body";"陛下，我們[在{realm.castle}附近|在{realm}的公海上]贏得了一場戰鬥！{loser_kingdom:ians}在我軍的威壓下土崩瓦解。"
"LostBattle.caption";"戰鬥失敗"
"LostBattle.body";"陛下，我們[在{realm.castle}附近|在{realm}的公海上][在{escaped_marshals_text}]輸掉了一場戰鬥！我方軍隊被敵方{winner_kingdom:ian}軍隊擊潰。"
"LostBattle.escaped_marshals_text";"[{p}還好，這些元帥得以逃脫：{escaped_marshals}。]"
"WonOwnPlunder.body";"我們成功保衛了{realm.castle}附近的{battle.settlement}，使其免受{attacker_kingdom:ian}的掠奪。"
"LostOwnPlunder.caption";"定居點被劫掠"
"LostOwnPlunder.body";"{attacker_kingdom:ian}部隊在{battle.realm_in}附近掠奪了我們的{battle.settlement}！[{escaped_marshals_text}]"
"WonEnemyPlunder.body";"[我們在{realm.castle}附近掠奪了{realm.kingdom:anian}的{battle.settlement}。{p}][{blt}竊取黃金：{plunder_gold_amount}{gold_icon}{p}][{blt}竊取補給：{plunder_supplies_amount}{supply_icon}{p}][{blt}竊取書籍：{plunder_books_amount}{books_icon}]"
"LostEnemyPlunder.body";"{defender_kingdom:ian}部隊阻止了我們對{realm.castle}附近{battle.settlement}的掠奪。[{escaped_marshals_text}]"
"WonOwnCastle.caption";"成功保衛城鎮"
"WonOwnCastle.body";"我們成功抵禦了{attacker_kingdom:s}軍隊的進攻，守住了{realm.castle}，並保持了對{realm:link}{realm.province_name}{/link}的控制！"
"LostOwnCastle.1.caption";"失去貿易中心"
"LostOwnCastle.1.body";"{attacker_kingdom}從我們手中奪走了{realm.castle}的貿易中心！{realm:link}{realm.province_name}{/link}行省目前正處於他們的控制之下。[{escaped_marshals_text}]"
"LostOwnCastle.0.caption";"失去城鎮"
"LostOwnCastle.0.body";"{attacker_kingdom}從我們手中奪取了{realm.castle}。{realm:link}{realm.province_name}{/link}行省目前正處於他們的控制之下！[{escaped_marshals_text}]"
"LostOwnCastleToRebels.caption";"叛軍佔領了我們的[{realm.is_trade_center:if}貿易中心|城鎮]。"
"LostOwnCastleToRebels.body";"叛軍佔領了{realm.castle}[{realm.is_trade_center:if}的貿易中心]，我們不得不離開{realm:link}{realm.province_name}{/link}省！我們必須對付{attacker_leader}和他發起的叛亂，否則便將長驅直入。[{escaped_marshals_text}]"
"WonOwnCastleOccupiedByEnemy.caption";"重奪[{realm.is_trade_center:if}貿易中心|城鎮]"
"WonOwnCastleOccupiedByEnemy.body";"我們把{defender_kingdom:ian}的部隊趕出了{realm.castle}，重新控制了{realm:link}{realm.province_name}{/link}！[我們的商人已重新開張商舖，外國訪客的到來振興了當地貿易。]"
"LostOwnCastleOccupiedByEnemy.caption";"戰鬥失敗"
"LostOwnCastleOccupiedByEnemy.body";"我們在與{defender_kingdom}的戰鬥中輸掉了{realm.castle}，未能重新獲得對{realm:link}{realm.province_name}{/link}行省的控制權。[{escaped_marshals_text}]"
"ThirdPartyWonOwnCastleOccupiedByEnemy.caption";"解放城鎮"
"ThirdPartyWonOwnCastleOccupiedByEnemy.body";"{attacker_kingdom}攻破了{defender_kingdom:ian}在{realm.castle}的防線，恢復了我們對{realm:link}{realm.province_name}{/link}的控制！"
"ThirdPartyLostOwnCastleOccupiedByEnemy.caption";"城鎮控制權未變"
"ThirdPartyLostOwnCastleOccupiedByEnemy.body";"我們的{attacker_kingdom:ian}盟友未能在{realm.castle}攻破{defender_kingdom:s}的防線。我們的行省依然被敵軍佔領！"
"ThirdEnemyWonOwnCastleOccupiedByEnemy.caption";"城鎮控制權已變"
"ThirdEnemyWonOwnCastleOccupiedByEnemy.body";"{attacker_kingdom:ians}強迫{defender_kingdom:s}的部隊撤出{realm.castle}，然後佔領了我們的行省{realm:link}{realm.province_name}{/link}。[{escaped_marshals_text}]"
"ThirdEnemyLostOwnCastleOccupiedByEnemy.caption";"戰鬥失敗"
"ThirdEnemyLostOwnCastleOccupiedByEnemy.body";"{defender_kingdom}保衛了{realm.castle}免受{attacker_kingdom}攻擊，保持了對{realm:link}{realm.province_name}{/link}行省的控制權。我們的行省依然在敵人的魔爪中！[{escaped_marshals_text}]"
"WonEnemyCastle.1.caption";"征服貿易中心"
"WonEnemyCastle.1.body";"我們成功征服了{realm.castle}的貿易中心！戰勝{defender_kingdom:ian}軍隊后，現在我們可以充分利用{realm:link}{realm.province_name}{/link}的商業財富。"
"WonEnemyCastle.0.caption";"城鎮圍攻勝利"
"WonEnemyCastle.0.body";"我們在{realm.castle}成功擊敗了{defender_kingdom:ian}的軍隊！目前，該城鎮和整個{realm:link}{realm.province_name}{/link}行省都在我們的控制之下。"
"LostEnemyCastle.caption";"城鎮圍攻失敗"
"LostEnemyCastle.body";"我們的部隊沒能在{realm.castle}城鎮突破{defender_kingdom:s}的防線，未能控制{realm:link}{realm.province_name}{/link}行省。[{escaped_marshals_text}]"
"WonEnemyCastleOccupiedByOwn.caption";"成功保衛城鎮"
"WonEnemyCastleOccupiedByOwn.body";"我們成功守住了{realm.castle}免遭{attacker_kingdom}攻擊！{realm:link}{realm.province_name}{/link}仍在我們掌控之下。"
"LostEnemyCastleOccupiedByOwn.caption";"失去[{realm.is_trade_center:if}貿易中心|城鎮]"
"LostEnemyCastleOccupiedByOwn.body";"我們的部隊未能抵禦{attacker_kingdom:s}對{realm.castle}[的{realm.is_trade_center:if}貿易中心]的入侵！因此，我們失去了對{realm:link}{realm.province_name}{/link}及其財富的控制權。[{escaped_marshals_text}]"
"WonThirdPartyCastleOccupiedByEnemy.caption";"解放城鎮"
"WonThirdPartyCastleOccupiedByEnemy.body";"我們的軍隊在{realm.castle}擊敗了{defender_kingdom:ians}，並恢復了{realm.kingdom:s}對{realm.province_name}行省的控制權！"
"LostThirdPartyCastleOccupiedByEnemy.caption";"戰鬥失敗"
"LostThirdPartyCastleOccupiedByEnemy.body";"我們沒能協助{realm.kingdom:ian}的盟友，因為我們的士兵未能在{realm.castle}城鎮擊敗{defender_kingdom:s}的士兵。[{escaped_marshals_text}]"
"SackedOwnCastle.caption";"城鎮遭到洗劫"
"SackedOwnCastle.body";"{attacker_kingdom:ian}的軍隊將{realm.castle}洗劫一空！{attacker_leader}和他的叛軍勢不可擋，在{realm.province_name}中進一步製造混亂。[{escaped_marshals_text}]"
"CounterBattleDefender.caption";"戰鬥中止"
"CounterBattleDefender.body";"敵軍原在{realm}附近與我們交戰，但一支來自{cancelled_by.kingdom}的軍隊中止了我們的戰鬥。"
"CounterBattleAttacker.caption";"戰鬥中止"
"CounterBattleAttacker.body";"我方原在{realm}附近與敵人交戰，但一支來自{cancelled_by.kingdom:ian}的軍隊中止了我們的戰鬥。[{escaped_marshals_text}]"
"AssaultOurs.caption";"軍隊突擊"
"AssaultOurs.body";"陛下，敵人正試圖強行闖入我們在{realm}的城鎮！"
"BreakSiegeTheirs.caption";"軍隊突圍"
"BreakSiegeTheirs.body";"陛下，{realm:s}的城鎮守軍正試圖突破我們的圍攻！"
"BreakSiegeTheirsJoin.caption";"軍隊突圍"
"BreakSiegeTheirsJoin.body";"陛下，{realm:s}的城鎮守軍已得到[{battle.defender_support.kingdom:ian}|{battle.defender_kingdom:ian}]軍隊的增援，他們正試圖突破重圍！"
"BreakSiegeOursJoin.caption";"軍隊參戰"
"BreakSiegeOursJoin.body";"陛下，我們保衛{realm}城鎮的部隊已得到[{battle.defender_support.kingdom:ian}|{battle.defender_kingdom:ian}]軍隊的增援，我們正試圖突破重圍！"
"JoinedBattleTheirsPlunder.caption";"軍隊參戰"
"JoinedBattleTheirsPlunder.body";"陛下，來自{joined_army.kingdom}的敵軍正試圖阻止我們掠奪{realm}附近的定居點！"
"JoinedBattleTheirs.caption";"軍隊參戰"
"JoinedBattleTheirs.body";"陛下，{realm}附近戰鬥中的敵軍已得到{joined_army.kingdom:ian}部隊的增援！"
"DefendersRetreatedIntoCastle.caption";"守軍退出圍攻"
"DefendersRetreatedIntoCastle.body";"陛下，在對{realm}的圍攻中，我們的敵人已撤退。外部軍隊已全數撤離戰場，城鎮駐軍暫時放棄了突圍打算！"
"JoinedBattleOursAlly.caption";"軍隊參戰"
"JoinedBattleOursAlly.body";"陛下，我們在{realm}附近戰鬥的部隊已得到來自{joined_army.kingdom}盟友的增援！"
"WonOwnKeep.caption";"保衛城堡"
"WonOwnKeep.body";"我們成功保衛了{realm}附近的城堡免遭{attacker_kingdom:ian}的攻擊。"
"LostOwnKeep.caption";"失去城堡"
"LostOwnKeep.body";"{attacker_kingdom:ian}部隊佔領了我們在{realm}附近的城堡。[{escaped_marshals_text}]"
"WonEnemyKeep.caption";"佔領城堡"
"WonEnemyKeep.body";"我們的軍隊佔領了{realm}附近的{defender_kingdom:anian}城堡！"
"LostEnemyKeep.body";"{defender_kingdom:ian}部隊阻止了我們佔領{realm}附近的城堡。[{escaped_marshals_text}]"
"BattleRealmChange.caption";"戰鬥終止"
"BattleRealmChange.body";"陛下，我們[在{realm.castle}附近|在{realm}的公海上]贏得了一場戰鬥！{loser_kingdom:ians}在我軍的威壓下土崩瓦解。"
"BattleLiftSiege.body";"{attacker_kingdom:ian}部隊決定解除對{realm}的圍攻。"
"BattleRetreat.body";"[懦弱的{loser_kingdom:ian}部隊|那些敢挑釁我們軍隊的懦夫]已經從{realm}的戰鬥里逃走了。"
"WonBattleSurrender.body";"[懦弱的{loser_kingdom:ian}部隊|我們那些懦弱的敵人]已經在{realm}投降了。"
"LostBattleSurrender.body";"陛下! 我們在{realm}的部隊已向{winner_kingdom:ians}投降。[{escaped_marshals_text}]"
"BattleWarOver.body";"讚美上蒼，戰亂已平息，{realm}之戰也不再必要。"
"DiplomacyMessage.caption";"[{caption}|來自{src_kingdom}的訊息]"
"DiplomacyMessage.body";"{body}"
"DiplomacyOfferMessage.buttons.close";"&讓我再想想"
"DiplomacyOfferMessage.caption";"[{caption}|來自{src_kingdom}的提議]"
"DiplomacyOfferMessage.body";"{body}"
"DiplomacyOutgoingOfferMessage.buttons.cancel";"&取消"
"DiplomacyOutgoingOfferMessage.buttons.close";"&讓他們想想"
"DiplomacyOutgoingOfferMessage.caption";"[{caption}|給{target_kingdom}的提議]"
"DiplomacyOutgoingOfferMessage.body";"{body}"
"WarDeclared.caption";"{src_kingdom}已宣戰"
"TakeWhatsOursAndEndWar.caption";"我們失去了行省"
"VassalizeForcefully.caption";"{src_kingdom}已將我們納為附屬國"
"AllianceRevoked.caption";"{kingdom}終止了我們的聯盟"
"KingdomIsPleased.caption";"{kingdom:ians}很高興"
"KingdomIsPleased.body";"{obj}{p}{blt}與{kingdom}的關係：{rel_change_amount:bonus_dark}"
"KingdomIsAngry.caption";"{kingdom:ians}很憤怒"
"KingdomIsAngry.body";"{obj}{p}{blt}與{kingdom}的關係：{rel_change_amount:bonus_dark}"
"NewPrisonOpportunityAvailableMessage.caption";"機遇：{name}"
"NewPrisonOpportunityAvailableMessage.body";"{src_messages.new_opportunity}"
"NewPrisonOpportunityAvailableMessage.buttons.cancel_op.text";"&忘了這事"
"NewPrisonOpportunityAvailableMessage.buttons.ok";"&讓我再想想"
"mass_escape_success.caption";"囚犯嘗試越獄"
"mass_escape_success.body";"大人，王室地牢里發生了暴亂！[{escaped_prisoners:if}我們的守衛措手不及，無法應對此次暴亂，部分囚犯成功越獄。|部分囚犯試圖組織大規模越獄，但還好他們的企圖失敗了。][{died_prisoners:if}逃犯與守衛間爆發了激烈的戰鬥，造成部分人員傷亡。|儘管現場一片混亂，但無人傷亡。][{p}   {blt}越獄囚犯：{escaped_prisoners}][{p}   {blt}死亡囚犯：{died_prisoners}]"
"mass_escape_success.list.final_separator";"和"
"mass_escape_success.list2.final_separator";"和"
"mass_escape_fail.caption";"囚犯嘗試越獄"
"mass_escape_fail.body";"部分囚犯試圖在王室地牢中組織大規模越獄！還好我們的守衛早有防備，迅速鎮壓了此次暴動。"
"mass_escape_our_prisoner_escaped.caption";"騎士越獄"
"mass_escape_our_prisoner_escaped.body";"{kingdom:s}地牢中的囚犯成功越獄！我們的{prisoner}也在其中。"
"prison_escape_success.caption";"囚犯越獄成功"
"prison_escape_success.body";"[{target_is_exile:if}{target}已成功逃離王室地牢! 他目前仍下落不明，他之前的王國已宣佈與他斷絕關係。|{target}已成功逃離王室地牢！[{target.kingdom.is_rebel:if}他已經消失無蹤。|他已經返回{target.kingdom}。]]"
"prison_escape_fail.caption";"囚犯越獄失敗"
"prison_escape_fail.body";"{target}在試圖逃離地牢時被抓獲。"
"prisoner_died.caption";"囚犯死亡"
"prisoner_died.body";"{target}在獄中死亡。"
"prison_revolt_success.caption";"囚犯組織暴動"
"prison_revolt_success.body";"{target}在獄中組織了一場暴動。現在他已是叛軍首領！[部分騎士逃出地牢，返回了他們的王國：{escaped_prisoners}|其他騎士沒能成功逃脫。][{p}戰鬥中，有部分騎士陣亡：{died_prisoners}]"
"prison_revolt_fail.caption";"囚犯暴動失敗"
"prison_revolt_fail.body";"{target}試圖在獄中組織了暴動，但暴動失敗且再次入獄。"
"KingdomDestroyed.caption";"王國毀滅"
"KingdomDestroyed.radio";"{destroyed_kingdom}已被{destroyed_by}摧毀"
"KingdomDestroyed.BodyVariations_WeDestroyed";"我們成功消滅了{destroyed_kingdom}，在地圖上抹去了他們可悲的存在！"
"KingdomDestroyed.BodyVariations_WeDestroyed#2";"[{was_at_war_with_local_player:if}我們的軍隊粉碎了{destroyed_kingdom}最後一座城堡的抵抗！|我們控制了{destroyed_kingdom}的所有行省，終結了{destroyed_kingdom.KingdomType}可悲的存在。]"
"KingdomDestroyed.BodyVariations_WeDestroyed#3";"[{was_at_war_with_local_player:if}最後殘餘的{destroyed_kingdom:ian}部隊也向我們的軍隊投降了，他們的王國已不復存在！|大人，我們已吞併{destroyed_kingdom}最後剩餘的行省。{destroyed_kingdom.KingdomType}已不復存在！]"
"KingdomDestroyed.BodyVariations_WeDestroyed#4";"[{was_at_war_with_local_player:if}{destroyed_kingdom}的最後一片土地也被我們所佔領！|{destroyed_kingdom}已落入我們手中，因我們已奪得他們的所有土地。]"
"KingdomDestroyed.BodyVariations_OthersDestroyed";"[{wasVassal:if}我們的附屬國{destroyed_kingdom}|{destroyed_kingdom}已被]{destroyed_by}消滅！[{wasSovereign:if}因為他們是我們的君主國，我們的王國現已恢復自由！]"
"KingdomDestroyed.BodyVariations_OthersDestroyed#2";"[{was_at_war:if}{destroyed_by}的軍隊粉碎了{destroyed_kingdom}最後一座城堡的抵抗勢力！|{destroyed_by}奪取了{destroyed_kingdom}最後一座城鎮。][{wasVassal:if}真是個可憐的附屬國。][{wasSovereign:if}我們應當慶祝暴君的失敗！]"
"KingdomDestroyed.BodyVariations_OthersDestroyed#3";"[{was_at_war:if}最後殘餘的{destroyed_kingdom:ian}勢力也已向{destroyed_by}的軍隊投降，他們的王國已不復存在！|{destroyed_kingdom:ian}剩餘的最後一座城鎮也被{destroyed_by}所佔領。][{wasVassal:if}或許我們應該趁還有機遇時對附屬國提供支援。][{wasSovereign:if}隨著他們的統治走向終結，我們迎來了全新的機遇，同時也迎來了挑戰。]"
"KingdomDestroyed.BodyVariations_OthersDestroyed#4";"[{was_at_war:if}{destroyed_kingdom}最後的土地也被{destroyed_by:ian}部隊所佔領！|{destroyed_kingdom}最後的土地也被{destroyed_by}所吞併！][{wasVassal:if}實在讓人遺憾，畢竟他們是我們忠實的附屬國。][{wasSovereign:if}失去了君主國的指引和保護，未來的日子不容樂觀。]"
"KingdomDestroyed.0.body";"[{BodyVariations_OthersDestroyed}|{destroyed_kingdom}已被{destroyed_by}蕩成了灰燼，從地圖上徹底消失了……]{p}[{was_at_war_with_local_player:if}{blt}我們同{destroyed_kingdom}之間的戰爭已經結束]"
"KingdomDestroyed.1.body";"[{BodyVariations_WeDestroyed}|我們成功消滅了{destroyed_kingdom}，從地圖上徹底抹去了他們可悲的存在！]{p}[{was_at_war_with_local_player:if}{blt}我們同{destroyed_kingdom}之間的戰爭已經結束]"
"PrinceBorn.caption";"一位{obj.title}誕生了！"
"PrinceBorn.body";"真是美妙的一天，王后誕下了一位健康的王子！王子繼承了{obj.name}之名。[{obj.is_heir:if}若信仰允許，終有一天他將成為{plr_kingdom}的國王！|愿他堅強英明，追隨他父親的腳步。]"
"PrinceBorn.body#2";"一位健康王子的誕生，是我們{kingdom.KingdomType}的福祉！王子繼承了{obj.name}之名。[{obj.is_heir:if}他是{plr_kingdom}中最為年長的一位。終有一天，他將被加冕為{obj.title}的王！|愿他堅強英明，追隨他父親的腳步。]"
"PrinceBorn.class_select";"我們應該為他挑選職業，為他未來的騎士之責打下基礎。"
"PrinceBorn.button_educate";"&教育"
"PrinceBorn.button_educate_and_feast";"&教育並舉辦盛宴！"
"PrinceBorn.button_close";"&讓命運決定"
"PrinceBorn.button_family";"&檢視家庭"
"PrincessBorn.caption";"一位{obj.title}誕生了！"
"PrincessBorn.body";"陛下，王后誕下了一位美麗的公主！公主繼承了{obj.name}之名，她註定會成就一番大事。愿她處事公正而英明！"
"PrincessBorn.button_close";"&太棒了"
"PrincessBorn.button_feast";"&舉辦盛宴"
"PrincessBorn.button_family";"&檢視家庭"
"RoyalFamilyMarriage.caption";"王室聯姻"
"RoyalFamilyMarriage.body";"陛下，我們的{kingdom.king}剛與{Spouse}成婚。"
"PrincessBecomesQueen.caption";"{old_title}已成為{wife.title}。"
"PrincessBecomesQueen.body";"陛下，我們鍾愛的{wife:link}{wife.name}{/link}已成為{wife.kingdom}的{wife.title}！現在，她與她的丈夫{wife.kingdom.king}站在了一起。[{p}{royal_ties_restored:if}我們與他們的王室聯繫也恢復了。]"
"BecomePatriarchDivorce.caption";"離婚"
"BecomePatriarchDivorce.body";"陛下，我們的{princess}被她丈夫所拋棄，他現在是{husband.kingdom}東正教會的首腦。{husband}正致力於追求真正的聖潔與美德。我們可以為{princess.title}的婚姻另做打算。"
"BecomeEcumenicalPatriarchDivorce.caption";"離婚"
"BecomeEcumenicalPatriarchDivorce.body";"陛下，我們的{princess}被她丈夫所拋棄，他現在是東正教會的首腦。{husband}正致力於追求真正的聖潔與美德。我們可以為{princess.title}的婚姻另做打算。"
"BecomePopeDivorce.caption";"離婚"
"BecomePopeDivorce.body";"陛下，我們的{princess}被她丈夫所拋棄，他現在是天主教會的首腦。{husband}正致力於追求真正的聖潔與美德。我們可以為{princess.title}的婚姻另做打算。"
"RoyalFamilyNewSovereign.caption";"新任君主"
"RoyalFamilyNewSovereign.body";"{obj.title}已駕崩！繼承人{obj}萬歲！"
"RoyalFamilyNewSovereign.already_married";"[   {blt}他驕傲地站在妻子——[{obj.spouse.kingdom_before_marriage}的{obj.spouse}，和{obj.spouse.kingdom}的{obj.spouse.title}]旁邊的王座上{p}]"
"RoyalFamilyNewSovereign.non_agressions_broken";"[{p}   {blt}我們與{nonAgressionsBroken}的互不侵犯條約已結束]"
"RoyalFamilyNewSovereign.royal_marriages_broken";"[{p}   {blt}我們與{royalMarriagesBroken}的王室聯繫已結束]"
"RoyalFamilyNewSovereign.royal_ties_restored";"[{p}   {blt}與{royalTiesRestoredKingdom}的王室聯繫已恢復]"
"RoyalFamilyNewSovereign.inherited.body";"{obj.title}已駕崩！繼承人{obj}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.old_age.body";"{obj.title:s}的統治悠久，意義重大，但在他年老去世后，他的統治時代已經終結。繼承人{obj}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.chosen_as_patriarch.body";"{old_sovereign}被推舉為東正教會的牧首！他的王位已傳給合法繼承人。{obj}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.desert_kingdom.body";"我們的{obj.title}拋棄了我們！他的繼承人{obj}現在不得不揹負起前任背叛而留下的重擔。{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.become_rebel.body";"{obj.title}已發動叛亂！他的繼承人{obj}已登上王位。但願他的統治不會像其前任那般惡毒！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.defeated_in_combat.body";"唉，{obj.title}在戰場上為我們衝鋒陷陣，英勇犧牲。繼承人{obj}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.spy_killed_in_action.body";"唉，{obj.title}在監控敵人時被害。他的繼任者{obj.name}已繼承王位。我們的新{obj.title}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.killed_in_action.body";"陛下，我們收到了噩耗，我們的{obj.title}在執行任務時不幸喪生！他的繼承人已登上王位。{obj}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.puppet_killed.body";"我們的{obj.title}被打上了叛徒的烙印，他因監視自己的人民而遭到處決！他的繼承人{obj}已登上王位。但願我們新的{obj.title:s}的統治不會像其前任那般惡毒！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.assassinated.body";"黑暗的時代即將來臨——我們的{obj.title}遭到了暗殺！人民正沉浸在哀痛中，我們必須任命他的繼承人{obj.name}為我們的新{obj.title}。{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.killed_by_nobility.body";"黑暗的時代即將來臨——我們的{obj.title}遭到了自己貴族的暗殺！人民正沉浸在哀痛中，我們必須任命他的繼承人{obj.name}為我們的新{obj.title}。{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{p}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.inherited.killed_in_trade_expedition.body";"黑暗的時代即將來臨——我們的{obj.title}在一處貿易殖民地被野蠻人殺害了！人民正沉浸在哀痛中，我們必須任命他的繼承人{obj.name}為我們的新{obj.title}。{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{p}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.new_dynasty.body";"我們的{obj.title}已死，他的血脈也一併消亡。我們的新{obj.title}{obj.name}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.new_dynasty.old_age.body";"我們的{obj.title}已死，他的血脈也一併消亡。為我們的新統治者{obj}歡呼！愿他多子多福。{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.new_dynasty.chosen_as_patriarch.body";"{obj.title}因自身榮譽和美德而被推舉為東正教會的牧首！他沒有留下任何子嗣，因此{obj.name}現在是我們的新{obj.title}。{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.new_dynasty.desert_kingdom.body";"{old_sovereign}拋棄了我們！由於他未能留下真正的繼任者，我們不得不臣服於另一名統治者。{obj}萬歲！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.new_dynasty.become_rebel.body";"{obj}已發動叛亂！那個叛徒拋棄了他的人民，且未留下任何繼承人，我們別無選擇，只能將王位交給{obj}。{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
"RoyalFamilyNewSovereign.new_dynasty.defeated_in_combat.body";"唉，我們的{obj.title}于戰鬥中不幸犧牲，他英勇作戰，卻遭受了致命一擊。他未留下任何繼承人，我們別無選擇，只能將王位交給{obj.name}——我們的新{obj.title}！{p}{RoyalFamilyNewSovereign.already_married}{RoyalFamilyNewSovereign.authority_outcome_new_dynasty}{p}{RoyalFamilyNewSovereign.authority_outcome_inherited}{RoyalFamilyNewSovereign.non_agressions_broken}{RoyalFamilyNewSovereign.royal_marriages_broken}{RoyalFamilyNewSovereign.royal_ties_restored}"
